chr	gene	nSNPs	nSims	start	stop	Test	geneBased.pval	topSNP	topSNP.pval	genome	cohort	outcome	disease
2	ICOS	181	1000	204791470	204836298	175.494873952415	0.400599400599401	rs4355090	0.0263959566064972	D	c1	DD	AMLonly
12	IFNG	81	10000	68538549	68563521	161.649619038872	0.0737926207379262	rs117601204	0.039058450069785	D	c1	DD	AMLonly
6	IFNGR1	82	10000	137508620	137550567	139.272831513871	0.0323967603239676	rs798252	0.00227895667284328	D	c1	DD	AMLonly
21	IFNGR2	160	1000	34765201	34819828	67.9825860415627	0.918081918081918	rs145264456	0.0777614672871316	D	c1	DD	AMLonly
8	IKBKB	164	1000	42118819	42200171	76.6257905087914	0.848151848151848	rs190727387	0.0624297337776383	D	c1	DD	AMLonly
1	IL10	73	1000	206930947	206955839	55.780511140138	0.483516483516484	rs1800892	0.0161730130682994	D	c1	DD	AMLonly
11	IL10RA	107	1000	117847105	117882199	70.1344456587196	0.525474525474525	rs80044067	0.00529472800992858	D	c1	DD	AMLonly
21	IL10RB	175	1000	34628664	34679539	168.085851653088	0.310689310689311	rs8128184	0.0249465296766647	D	c1	DD	AMLonly
3	IL12A	89	1000	159696622	159723806	48.9416648664584	0.663336663336663	rs2243154	0.0325969480130727	D	c1	DD	AMLonly
5	IL12B	84	1000	158731790	158767481	111.411742529858	0.112887112887113	rs7709212	0.0314352914092097	D	c1	DD	AMLonly
19	IL12RB1	270	1000	18159804	18219626	235.382681564127	0.436563436563437	rs3761041	0.0326382965158448	D	c1	DD	AMLonly
5	IL13	49	1000	131983864	132006801	13.5733214642293	0.937062937062937	rs2069739	0.265935973776321	D	c1	DD	AMLonly
10	IL15RA	254	1000	5984333	6030150	210.880617520908	0.495504495504495	rs11256251	0.0106936905053013	D	c1	DD	AMLonly
11	IL18	112	1000	112003973	112044840	75.3898286105372	0.538461538461538	rs5744290	0.0150490613306612	D	c1	DD	AMLonly
2	IL1A	89	1000	113521491	113552971	51.4191784811144	0.578421578421578	rs181489250	0.1637476070101	D	c1	DD	AMLonly
2	IL1B	64	1000	113577336	113604356	49.7085674140233	0.403596403596404	rs1143634	0.133494605780382	D	c1	DD	AMLonly
2	IL1R1	427	1000	102676835	102806334	412.999781757785	0.32967032967033	rs2192750	0.0442074169596488	D	c1	DD	AMLonly
2	IL1RN	172	1000	113865469	113901593	185.292651133421	0.254745254745255	rs139820346	0.0438860656427113	D	c1	DD	AMLonly
4	IL2	54	1000	123362625	123387650	44.098158550562	0.49050949050949	rs143839607	0.0987766377412035	D	c1	DD	AMLonly
1	IL23R	344	1000	67622168	67735650	486.940829462194	0.120879120879121	rs56920441	0.0126802988499488	D	c1	DD	AMLonly
10	IL2RA	341	1000	6042656	6114333	225.624851171135	0.742257742257742	rs12264052	0.00172312684026532	D	c1	DD	AMLonly
5	IL4	73	1000	131999677	132028370	25.9932734162531	0.837162837162837	rs190276407	0.0457217877505172	D	c1	DD	AMLonly
16	IL4R	257	1000	27315229	27386099	363.358144220544	0.116883116883117	rs187692829	0.0061502178472177	D	c1	DD	AMLonly
7	IL6	114	1000	22756765	22781621	128.818108333026	0.226773226773227	rs10499563	0.0247728941633193	D	c1	DD	AMLonly
1	IL6R	215	1000	154367668	154451926	185.859502193741	0.413586413586414	rs139952834	0.0135287718396139	D	c1	DD	AMLonly
5	IL7R	156	1000	35846976	35889705	82.9567054008782	0.663336663336663	rs189834096	0.0232903405418282	D	c1	DD	AMLonly
19	IRF3	43	1000	50152825	50179132	36.6943579599844	0.403596403596404	rs145379081	0.0621092699345948	D	c1	DD	AMLonly
12	KLRK1	113	1000	10514951	10552653	127.382518778028	0.271728271728272	rs150663751	0.0261393275141854	D	c1	DD	AMLonly
19	LIG1	317	1000	48608701	48683860	273.993578681469	0.448551448551449	rs3730837	0.0138463558920479	D	c1	DD	AMLonly
17	LIG3	49	1000	33297516	33342088	40.4619872028377	0.43956043956044	rs3135962	0.0763232431396745	D	c1	DD	AMLonly
12	LRP1	171	1000	57512281	57617125	253.232578125315	0.0939060939060939	rs12814239	0.00024303160598293	D	c1	DD	AMLonly
19	MADCAM1	165	1000	486489	515343	186.037513872357	0.27972027972028	rs111692538	0.00792258516206825	D	c1	DD	AMLonly
2	MAL	52	1000	95681399	95729737	43.0082992550902	0.511488511488511	rs139505771	0.00181663956545408	D	c1	DD	AMLonly
3	MBD4	78	1000	129139786	129169022	37.6218463758795	0.624375624375624	rs139936099	0.00539497963333922	D	c1	DD	AMLonly
10	MBL2	136	1000	54515139	54541460	60.4852254833001	0.844155844155844	rs17664818	0.0230172247724418	D	c1	DD	AMLonly
12	MGST1	155	1000	16490075	16540123	116.081507347676	0.567432567432567	rs111241365	0.01906023794261	D	c1	DD	AMLonly
22	MIF	111	1000	24226564	24247409	188.847004244359	0.105894105894106	rs5760095	0.00792254975525696	D	c1	DD	AMLonly
16	MPG	107	1000	117017	145850	59.5704770732032	0.762237762237762	rs2858046	0.0305455722995304	D	c1	DD	AMLonly
17	MPO	67	1000	56337216	56368296	40.4589247396525	0.709290709290709	rs191002952	0.105756857821729	D	c1	DD	AMLonly
1	MTHFR	259	1000	11835786	11876160	281.495526384634	0.25974025974026	rs9727993	0.0378273944973581	D	c1	DD	AMLonly
1	MTR	352	1000	236948580	237077281	197.625071100305	0.693306693306693	rs147247353	0.00808971859965933	D	c1	DD	AMLonly
5	MTRR	295	1000	7859216	7911235	322.53466536402	0.232767232767233	rs10064565	0.0115025689349515	D	c1	DD	AMLonly
1	MUTYH	50	1000	45784913	45816142	45.4061994220236	0.294705294705295	rs142895715	0.0861436168181299	D	c1	DD	AMLonly
8	NAT1	432	1000	18017970	18091198	451.405611069172	0.302697302697303	rs139334311	0.0191646969193423	D	c1	DD	AMLonly
8	NAT2	241	1000	18238754	18268723	72.8176939947801	0.909090909090909	rs17595174	0.139559722444442	D	c1	DD	AMLonly
4	NFKB1	265	10000	103412485	103548459	978.206871110537	0.0113988601139886	rs11944443	0.000201985126293663	D	c1	DD	AMLonly
10	NFKB2	59	1000	104143866	104172286	31.8836786971232	0.863136863136863	rs149637602	0.0685361399738686	D	c1	DD	AMLonly
14	NFKBIA	104	1000	35860715	35883960	61.1333082157041	0.76023976023976	rs141188697	0.0420798968288952	D	c1	DD	AMLonly
19	NFKBIB	77	10000	39380339	39409534	157.91359305005	0.0354964503549645	rs3136641	0.0023669342800039	D	c1	DD	AMLonly
1	NLRP3	305	1000	247569457	247622406	347.790916808726	0.227772227772228	rs7528887	0.00127353523824855	D	c1	DD	AMLonly
16	NOD2	115	1000	50721049	50776987	88.4205709474724	0.457542457542458	rs80199944	0.019420780895952	D	c1	DD	AMLonly
12	NOS1	529	1000	117635946	117809607	459.225575777818	0.465534465534466	rs9658313	0.0123707337699394	D	c1	DD	AMLonly
17	NOS2	214	1000	26073791	26137555	111.139003784312	0.858141858141858	rs3794756	0.0363606077578506	D	c1	DD	AMLonly
7	NOS3	121	1000	150678143	150721687	76.6246775420693	0.697302697302697	rs192802117	0.0266901053053247	D	c1	DD	AMLonly
16	NTHL1	69	1000	2079815	2107867	34.1639469308001	0.866133866133866	rs2516781	0.0328246184553735	D	c1	DD	AMLonly
3	OGG1	75	1000	9781627	9818353	56.0129275034753	0.584415584415584	rs116618192	0.0892859048165833	D	c1	DD	AMLonly
12	OLR1	150	1000	10300898	10334790	132.408605561007	0.420579420579421	rs7313061	0.0256319569887512	D	c1	DD	AMLonly
12	P2RX7	374	1000	121560621	121634354	213.921955066924	0.782217782217782	rs503720	0.0124766861270007	D	c1	DD	AMLonly
1	PARP1	214	1000	226538391	226605801	106.584031755862	0.688311688311688	rs3219134	0.0214991965619014	D	c1	DD	AMLonly
20	PCNA	80	1000	5085598	5117268	21.8713479269314	0.953046953046953	rs117577090	0.104458141507166	D	c1	DD	AMLonly
22	PDGFB	142	1000	39609684	39650957	96.3038245744337	0.619380619380619	rs181373913	0.0305410554180147	D	c1	DD	AMLonly
4	PDGFC	367	1000	157672762	157902546	511.298954220844	0.171828171828172	rs115568821	0.00129394199709844	D	c1	DD	AMLonly
11	PDGFD	1009	1000	103767913	104045027	629.756752319988	0.869130869130869	rs7944763	0.0221832452825813	D	c1	DD	AMLonly
4	PDGFRA	212	1000	55085263	55174412	130.882508382673	0.65034965034965	rs142148287	0.0393282201313918	D	c1	DD	AMLonly
5	PDGFRB	221	1000	149483401	149545422	163.769527753081	0.611388611388611	rs17656204	0.0391897440307084	D	c1	DD	AMLonly
17	PECAM1	105	1000	62386776	62417083	14.4930656714899	0.995004995004995	rs149600334	0.0431097367115669	D	c1	DD	AMLonly
19	PNKP	71	1000	50354459	50380822	44.682068625532	0.641358641358641	rs1669150	0.00516424640972726	D	c1	DD	AMLonly
8	POLB	126	1000	42185972	42239331	93.969160622307	0.534465534465534	rs141279009	0.048271006054887	D	c1	DD	AMLonly
19	POLD1	147	1000	50877579	50931275	186.180440275771	0.213786213786214	rs4802703	0.022539057757768	D	c1	DD	AMLonly
7	POLD2	81	1000	44144278	44173169	103.693877264015	0.1998001998002	rs2971686	0.00784477179762344	D	c1	DD	AMLonly
12	POLE	276	1000	133190347	133274110	362.515533634216	0.215784215784216	rs11146998	0.0178802718387668	D	c1	DD	AMLonly
18	POLI	172	10000	51785848	51834604	460.218385546113	0.0386961303869613	rs3730830	0.00416657522336151	D	c1	DD	AMLonly
10	POLL	62	1000	103328638	103358027	48.2376902053613	0.385614385614386	rs3730463	0.047212264245221	D	c1	DD	AMLonly
7	PON1	196	1000	94917668	94963884	111.036399661318	0.542457542457542	rs117459347	0.00266994490346595	D	c1	DD	AMLonly
9	PTGS1	172	1000	125122808	125167982	220.270250196322	0.145854145854146	rs10306176	0.0110927605844056	D	c1	DD	AMLonly
1	PTGS2	115	1000	186630943	186659559	80.4677096378106	0.547452547452547	rs4648268	0.0164560222023936	D	c1	DD	AMLonly
1	PTPN22	150	1000	114346432	114424375	115.973412655705	0.526473526473527	rs183764013	0.029151114312478	D	c1	DD	AMLonly
6	RAET1E	117	1000	150194510	150227195	45.6111414871558	0.747252747252747	rs61747261	0.0184180654086152	D	c1	DD	AMLonly
6	RAET1G	88	1000	150228013	150254214	33.0191788385513	0.936063936063936	rs142639124	0.0491386210492838	D	c1	DD	AMLonly
6	RAET1L	88	1000	150331265	150356668	153.109936193175	0.121878121878122	rs62442285	0.0180515788196897	D	c1	DD	AMLonly
19	RELB	132	1000	45494706	45551456	81.0116968374016	0.838161838161838	rs117106519	0.00129722972705656	D	c1	DD	AMLonly
4	RFC1	182	1000	39279068	39378001	294.145820509222	0.127872127872128	rs2086752	0.0320770231324433	D	c1	DD	AMLonly
7	RFC2	74	10000	73635831	73678788	163.356765081159	0.0434956504349565	rs34200032	0.0155549415039193	D	c1	DD	AMLonly
13	RFC3	401	1000	34382205	34550695	207.17742088875	0.788211788211788	rs191830121	0.000423826647540475	D	c1	DD	AMLonly
3	RFC4	82	1000	186497681	186534484	54.4690182785111	0.599400599400599	rs9860927	0.00553846260840082	D	c1	DD	AMLonly
12	RFC5	112	1000	118444505	118480042	133.371307819695	0.25974025974026	rs75791403	0.00769624080808792	D	c1	DD	AMLonly
1	SELL	185	1000	169649805	169690843	136.06113031801	0.593406593406593	rs12036937	0.00414587143396429	D	c1	DD	AMLonly
5	SLC22A4	239	10000	131620144	131689899	515.711838591015	0.0344965503449655	rs3761660	0.00344255465459275	D	c1	DD	AMLonly
5	SLC22A5	156	1000	131695400	131741306	287.260838403885	0.0689310689310689	rs35792621	0.00378677274470851	D	c1	DD	AMLonly
12	SMUG1	72	1000	54564141	54592778	42.462026459554	0.653346653346653	rs7977805	0.0460954387436513	D	c1	DD	AMLonly
2	STAT4	315	1000	191884301	192026322	170.615774082586	0.834165834165834	rs56038470	0.0293402230085157	D	c1	DD	AMLonly
11	TCN1	37	1000	59610280	59644041	21.0426257685422	0.76023976023976	rs34528912	0.0822016651950625	D	c1	DD	AMLonly
22	TCN2	279	10000	30993069	31033047	463.697282081856	0.0723927607239276	rs139431018	0.0044129120237656	D	c1	DD	AMLonly
12	TDG	187	1000	104349592	104392656	120.040527909014	0.693306693306693	rs4135045	0.0166660396430897	D	c1	DD	AMLonly
19	TGFB1	102	10000	41826435	41869838	174.206419267097	0.0631936806319368	rs2873369	0.00503457537566265	D	c1	DD	AMLonly
1	TGFB2	272	1000	218508675	218627961	264.193891321965	0.346653346653347	rs11118103	0.0135773509552574	D	c1	DD	AMLonly
9	TGFBR1	127	10000	101857411	101926473	349.343606115162	0.0250974902509749	rs13286149	0.0029947934774751	D	c1	DD	AMLonly
3	TGFBR2	382	1000	30637993	30745633	316.271971831542	0.504495504495505	rs9831372	0.0149997322117186	D	c1	DD	AMLonly
1	TGFBR3	870	1000	92135899	92381559	719.430480344295	0.535464535464535	rs58824926	0.0151353112909463	D	c1	DD	AMLonly
4	TLR1	127	1000	38787875	38816412	84.0293132678075	0.561438561438561	rs4833103	0.089134397718257	D	c1	DD	AMLonly
4	TLR10	201	1000	38763859	38794611	181.116182393171	0.394605394605395	rs9996228	0.0676844897691493	D	c1	DD	AMLonly
4	TLR2	100	1000	154595440	154637242	61.5198657888417	0.713286713286713	rs115434700	0.0587476245324598	D	c1	DD	AMLonly
4	TLR3	151	1000	186980308	187016252	83.0343482616476	0.841158841158841	rs6832742	0.000685463034255642	D	c1	DD	AMLonly
9	TLR4	95	10000	120456452	120489769	162.509735078297	0.0510948905109489	rs11536897	0.00675746678270218	D	c1	DD	AMLonly
1	TLR5	202	1000	223272747	223326624	124.072080670255	0.615384615384615	rs75407439	0.0266248485055578	D	c1	DD	AMLonly
4	TLR6	208	1000	38815328	38868438	251.984776975516	0.262737262737263	rs6531673	0.0580345067361901	D	c1	DD	AMLonly
3	TLR9	44	1000	52245095	52270179	42.8673148866789	0.281718281718282	rs5743840	0.0193072803017856	D	c1	DD	AMLonly
6	TNF	87	1000	31533343	31556112	106.411212864442	0.127872127872128	rs2229092	0.0173397009248206	D	c1	DD	AMLonly
8	TNFRSF10A	196	1000	23038969	23092680	267.110399874461	0.154845154845155	rs7835716	0.0138557822342791	D	c1	DD	AMLonly
12	TNFRSF1A	79	1e+05	6427922	6461283	281.763801951891	0.001509984900151	rs5742912	9.93691756256959e-05	D	c1	DD	AMLonly
1	TNFRSF1B	231	1000	12217059	12279277	240.209497103894	0.276723276723277	rs5746059	0.0171821194746266	D	c1	DD	AMLonly
3	TNFSF10	189	1000	172213297	172251297	284.59382501294	0.118881118881119	rs140094666	0.00578193739199984	D	c1	DD	AMLonly
1	TNFSF4	126	1000	173142869	173186471	71.4211597993405	0.725274725274725	rs41264564	0.00589849797707957	D	c1	DD	AMLonly
22	TYMP	89	1000	50954180	50978514	69.4198564985385	0.577422577422577	rs5770868	0.0434937638539259	D	c1	DD	AMLonly
6	ULBP3	100	10000	150375742	150400202	209.749001306854	0.0540945905409459	rs932744	0.00280709360803245	D	c1	DD	AMLonly
12	UNG	90	1000	109525398	109558798	113.160515462864	0.201798201798202	rs183853113	0.0127154061377176	D	c1	DD	AMLonly
12	VDR	261	1000	48225319	48308814	306.281403428759	0.148851148851149	rs757343	0.00612814780261041	D	c1	DD	AMLonly
19	XRCC1	191	1000	44037463	44089730	123.650347326575	0.665334665334665	rs3213339	0.0692500661719545	D	c1	DD	AMLonly
7	ABCB1	470	1000	87123178	87352639	518.344144946533	0.330669330669331	rs1186746	0.00839274786360743	D	c1	DD	mixed
16	ABCC1	703	1000	16033433	16246930	665.327894368272	0.470529470529471	rs246241	0.00767444540228324	D	c1	DD	mixed
13	ABCC4	1204	1000	95662082	95963687	1072.76089647556	0.61038961038961	rs113320418	0.00392251764254568	D	c1	DD	mixed
4	ABCG2	521	1000	89001415	89162474	538.894389406286	0.384615384615385	rs13109944	0.0279737348301562	D	c1	DD	mixed
14	APEX1	68	1000	20913289	20935931	81.5899398285241	0.293706293706294	rs3136817	0.0138649026639772	D	c1	DD	mixed
19	C3	263	1000	6667845	6730662	209.287505047634	0.625374625374625	rs79434713	0.000628922100422094	D	c1	DD	mixed
19	CARD8	315	1000	48701342	48769203	359.965149838404	0.311688311688312	rs10418239	0.0122163034155091	D	c1	DD	mixed
21	CBS	214	1000	44463300	44506472	111.864797624522	0.887112887112887	rs59602964	0.0138439426599516	D	c1	DD	mixed
3	CCR5	79	1000	46401632	46427697	29.2645984716172	0.906093906093906	rs150203971	0.00505447740735198	D	c1	DD	mixed
5	CD14	57	1000	140001312	140023286	39.0898172617852	0.566433566433566	rs4912718	0.16391016264421	D	c1	DD	mixed
9	CD274	143	1000	5440502	5480567	194.001449409831	0.177822177822178	rs140286656	0.000141980730520298	D	c1	DD	mixed
2	CD28	128	1000	204561197	204613636	179.778679008137	0.161838161838162	rs113112296	0.00288362364599037	D	c1	DD	mixed
20	CD40	89	1000	44736905	44768384	57.5318223808778	0.748251748251748	rs4812999	0.0672599704092501	D	c1	DD	mixed
3	CD86	181	1000	121764208	121849988	118.203365015826	0.831168831168831	rs115571676	0.0123234337507678	D	c1	DD	mixed
10	CHUK	136	1000	101938123	101999344	160.453411681638	0.322677322677323	rs76731979	0.0466380034082981	D	c1	DD	mixed
1	CTH	131	1000	70866900	70915534	110.779285298527	0.576423576423576	rs17531622	0.0229441385955007	D	c1	DD	mixed
2	CTLA4	50	10000	204722510	204748683	123.135206861092	0.0464953504649535	rs231724	0.0156209045676973	D	c1	DD	mixed
4	CXCL10	91	1000	76932268	76954689	26.3081714847106	0.854145854145854	rs12508110	0.170976306147164	D	c1	DD	mixed
4	CXCL8	42	1000	74596222	74619433	10.8928962129982	0.881118881118881	rs140699754	0.0966391275843378	D	c1	DD	mixed
19	CYP2B6	191	1000	41487203	41534301	105.27059001906	0.771228771228771	rs145533669	0.0198551943961452	D	c1	DD	mixed
10	CYP2C19	306	1000	96512462	96622671	132.623997869024	0.834165834165834	rs112163243	0.00304293829266866	D	c1	DD	mixed
10	CYP2C9	264	1000	96688414	96759148	77.041169856432	0.96003996003996	rs111595519	0.0256936373840733	D	c1	DD	mixed
7	CYP3A5	73	1000	99235811	99287649	47.5833611030212	0.689310689310689	rs10249369	0.0243316329503787	D	c1	DD	mixed
14	DAAM1	613	1000	59645380	59848123	903.020142807587	0.152847152847153	rs190979615	0.000350090878955425	D	c1	DD	mixed
6	EDN1	73	1000	12280528	12307427	67.809854108335	0.466533466533467	rs74708211	0.018815061223549	D	c1	DD	mixed
6	ESR1	1364	1000	152001630	152434408	1656.50476823087	0.226773226773227	rs117960174	0.00236926741903443	D	c1	DD	mixed
10	FAS	214	1000	90740287	90785542	404.062794042186	0.0779220779220779	rs2234767	0.00459798041594548	D	c1	DD	mixed
1	FASLG	62	1000	172618184	172646012	39.0508026487505	0.701298701298701	rs41309790	0.0222692413507052	D	c1	DD	mixed
1	FCGR2A	120	1000	161465204	161499360	52.5772841938594	0.952047952047952	rs114587108	0.00401729696472331	D	c1	DD	mixed
11	FEN1	28	1000	61550108	61574714	10.6606193784496	0.815184815184815	rs188885524	0.115988021944636	D	c1	DD	mixed
6	GCLC	243	1000	53352139	53419927	208.208373517021	0.545454545454545	rs77258554	0.0283595235488415	D	c1	DD	mixed
1	GCLM	138	1000	94342589	94385012	176.820218416169	0.232767232767233	rs12040570	0.0182957808412487	D	c1	DD	mixed
22	GGT1	199	1000	24969717	25034972	197.530086962489	0.398601398601399	rs181897550	0.00882874812792325	D	c1	DD	mixed
3	GPX1	31	1000	49384608	49405791	20.153131720867	0.651348651348651	rs114338085	0.0424436944036111	D	c1	DD	mixed
14	GPX2	79	1000	65395869	65419623	27.9254397457081	0.903096903096903	rs76623887	0.104322226471708	D	c1	DD	mixed
5	GPX3	81	1000	150389998	150418554	35.9746425140897	0.863136863136863	rs73796494	0.0259958300541556	D	c1	DD	mixed
6	GSTA1	92	1000	52646177	52678664	78.6900068826868	0.417582417582418	rs41273854	0.024367768649854	D	c1	DD	mixed
1	GSTM1	40	1000	110220417	110246367	41.8469916658041	0.373626373626374	rs112852158	0.00396811179755028	D	c1	DD	mixed
1	GSTM2	79	1000	110200643	110236619	44.4371338468957	0.875124875124875	rs144801250	0.00621282369408924	D	c1	DD	mixed
1	GSTM3	56	1000	110266553	110293660	24.5219860964483	0.872127872127872	rs56084361	0.0788212836617887	D	c1	DD	mixed
1	GSTM4	90	1000	110188697	110218123	47.273613505757	0.89010989010989	rs12131828	0.0301953648911986	D	c1	DD	mixed
1	GSTM5	103	1000	110244863	110270890	90.9808115719767	0.520479520479521	rs112852158	0.00396811179755028	D	c1	DD	mixed
11	GSTP1	84	1000	67341065	67364124	96.2348929524196	0.292707292707293	rs79512139	0.0585344150476559	D	c1	DD	mixed
22	GSTT1	10	1000	24366138	24394284	12.2209908985907	0.278721278721279	rs9608227	0.0559406745420072	D	c1	DD	mixed
14	GZMB	81	1000	25090160	25113432	75.7261340358414	0.448551448551449	rs77134747	0.0430339366470557	D	c1	DD	mixed
13	HMGB1	53	1000	31022878	31050081	32.0839044256286	0.696303696303696	rs61949687	0.0873111402809397	D	c1	DD	mixed
4	HPSE	167	1000	84203613	84266306	91.0656087536229	0.835164835164835	rs4434244	0.010105443900001	D	c1	DD	mixed
19	ICAM1	89	1000	10371516	10407291	86.0089944595947	0.464535464535465	rs281434	0.0202241276013316	D	c1	DD	mixed
2	ICOS	176	1000	204791470	204836298	155.785100768185	0.521478521478521	rs4355090	0.0149459880511796	D	c1	DD	mixed
12	IFNG	76	1000	68538549	68563521	110.751368474253	0.204795204795205	rs117601204	0.00690891471614319	D	c1	DD	mixed
6	IFNGR1	70	10000	137508620	137550567	155.027360117733	0.0172982701729827	rs12529779	0.000894482157863008	D	c1	DD	mixed
21	IFNGR2	146	1000	34765201	34819828	150.982331782788	0.373626373626374	rs9978223	0.0225355503142367	D	c1	DD	mixed
8	IKBKB	155	1000	42118819	42200171	161.33843320408	0.368631368631369	rs72641477	0.0361314386613963	D	c1	DD	mixed
1	IL10	62	1000	206930947	206955839	41.4679782851196	0.655344655344655	rs1800892	0.0243317309077148	D	c1	DD	mixed
